CountryA2	CountryName	Category	ISO2	Region	Language	Parent	ChangeDate
AD	Andorra	parish	AD-02	Canillo	ca		2015-11-27	
AD	Andorra	parish	AD-03	Encamp	ca		2015-11-27	
AD	Andorra	parish	AD-04	La Massana	ca		2015-11-27	
AD	Andorra	parish	AD-05	Ordino	ca		2015-11-27	
AD	Andorra	parish	AD-06	Sant Julià de Lòria	ca		2015-11-27	
AD	Andorra	parish	AD-07	Andorra la Vella	ca		2015-11-27	
AD	Andorra	parish	AD-08	Escaldes-Engordany	ca		2015-11-27	
AE	United Arab Emirates	emirate	AE-AJ	‘Ajmān	ar		2015-11-27	
AE	United Arab Emirates	emirate	AE-AZ	Abū Z̧aby	ar		2015-11-27	
AE	United Arab Emirates	emirate	AE-DU	Dubayy	ar		2015-11-27	
AE	United Arab Emirates	emirate	AE-FU	Al Fujayrah	ar		2015-11-27	
AE	United Arab Emirates	emirate	AE-RK	Ra’s al Khaymah	ar		2015-11-27	
AE	United Arab Emirates	emirate	AE-SH	Ash Shāriqah	ar		2015-11-27	
AE	United Arab Emirates	emirate	AE-UQ	Umm al Qaywayn	ar		2015-11-27	
AF	Afghanistan	province	AF-BAL	Balkh	fa		2015-11-27	
AF	Afghanistan	province	AF-BAL	Balkh	ps		2015-11-27	
AF	Afghanistan	province	AF-BAM	Bāmyān	fa		2015-11-27	
AF	Afghanistan	province	AF-BAM	Bāmyān	ps		2015-11-27	
AF	Afghanistan	province	AF-BDG	Bādghīs	fa		2015-11-27	
AF	Afghanistan	province	AF-BDG	Bādghīs	ps		2015-11-27	
AF	Afghanistan	province	AF-BDS	Badakhshān	fa		2015-11-27	
AF	Afghanistan	province	AF-BDS	Badakhshān	ps		2015-11-27	
AF	Afghanistan	province	AF-BGL	Baghlān	fa		2015-11-27	
AF	Afghanistan	province	AF-BGL	Baghlān	ps		2015-11-27	
AF	Afghanistan	province	AF-DAY	Dāykundī	fa		2015-11-27	
AF	Afghanistan	province	AF-DAY	Dāykundī	ps		2015-11-27	
AF	Afghanistan	province	AF-FRA	Farāh	fa		2015-11-27	
AF	Afghanistan	province	AF-FRA	Farāh	ps		2015-11-27	
AF	Afghanistan	province	AF-FYB	Fāryāb	fa		2015-11-27	
AF	Afghanistan	province	AF-FYB	Fāryāb	ps		2015-11-27	
AF	Afghanistan	province	AF-GHA	Ghaznī	fa		2015-11-27	
AF	Afghanistan	province	AF-GHA	Ghaznī	ps		2015-11-27	
AF	Afghanistan	province	AF-GHO	Ghōr	fa		2015-11-27	
AF	Afghanistan	province	AF-GHO	Ghōr	ps		2015-11-27	
AF	Afghanistan	province	AF-HEL	Helmand	fa		2015-11-27	
AF	Afghanistan	province	AF-HEL	Helmand	ps		2015-11-27	
AF	Afghanistan	province	AF-HER	Herāt	fa		2015-11-27	
AF	Afghanistan	province	AF-HER	Herāt	ps		2015-11-27	
AF	Afghanistan	province	AF-JOW	Jowzjān	fa		2015-11-27	
AF	Afghanistan	province	AF-JOW	Jowzjān	ps		2015-11-27	
AF	Afghanistan	province	AF-KAB	Kābul	fa		2015-11-27	
AF	Afghanistan	province	AF-KAB	Kābul	ps		2015-11-27	
AF	Afghanistan	province	AF-KAN	Kandahār	fa		2015-11-27	
AF	Afghanistan	province	AF-KAN	Kandahār	ps		2015-11-27	
AF	Afghanistan	province	AF-KAP	Kāpīsā	fa		2015-11-27	
AF	Afghanistan	province	AF-KAP	Kāpīsā	ps		2015-11-27	
AF	Afghanistan	province	AF-KDZ	Kunduz	fa		2015-11-27	
AF	Afghanistan	province	AF-KDZ	Kunduz	ps		2015-11-27	
AF	Afghanistan	province	AF-KHO	Khōst	fa		2015-11-27	
AF	Afghanistan	province	AF-KHO	Khōst	ps		2015-11-27	
AF	Afghanistan	province	AF-KNR	Kunaṟ	fa		2015-11-27	
AF	Afghanistan	province	AF-KNR	Kunaṟ	ps		2015-11-27	
AF	Afghanistan	province	AF-LAG	Laghmān	fa		2015-11-27	
AF	Afghanistan	province	AF-LAG	Laghmān	ps		2015-11-27	
AF	Afghanistan	province	AF-LOG	Lōgar	fa		2015-11-27	
AF	Afghanistan	province	AF-LOG	Lōgar	ps		2015-11-27	
AF	Afghanistan	province	AF-NAN	Nangarhār	fa		2015-11-27	
AF	Afghanistan	province	AF-NAN	Nangarhār	ps		2015-11-27	
AF	Afghanistan	province	AF-NIM	Nīmrōz	fa		2015-11-27	
AF	Afghanistan	province	AF-NIM	Nīmrōz	ps		2015-11-27	
AF	Afghanistan	province	AF-NUR	Nūristān	fa		2015-11-27	
AF	Afghanistan	province	AF-NUR	Nūristān	ps		2015-11-27	
AF	Afghanistan	province	AF-PAN	Panjshayr	fa		2015-11-27	
AF	Afghanistan	province	AF-PAN	Panjshayr	ps		2015-11-27	
AF	Afghanistan	province	AF-PAR	Parwān	fa		2015-11-27	
AF	Afghanistan	province	AF-PAR	Parwān	ps		2015-11-27	
AF	Afghanistan	province	AF-PIA	Paktiyā	fa		2015-11-27	
AF	Afghanistan	province	AF-PIA	Paktiyā	ps		2015-11-27	
AF	Afghanistan	province	AF-PKA	Paktīkā	fa		2015-11-27	
AF	Afghanistan	province	AF-PKA	Paktīkā	ps		2015-11-27	
AF	Afghanistan	province	AF-SAM	Samangān	fa		2015-11-27	
AF	Afghanistan	province	AF-SAM	Samangān	ps		2015-11-27	
AF	Afghanistan	province	AF-SAR	Sar-e Pul	fa		2015-11-27	
AF	Afghanistan	province	AF-SAR	Sar-e Pul	ps		2015-11-27	
AF	Afghanistan	province	AF-TAK	Takhār	fa		2015-11-27	
AF	Afghanistan	province	AF-TAK	Takhār	ps		2015-11-27	
AF	Afghanistan	province	AF-URU	Uruzgān	fa		2015-11-27	
AF	Afghanistan	province	AF-URU	Uruzgān	ps		2015-11-27	
AF	Afghanistan	province	AF-WAR	Wardak	fa		2015-11-27	
AF	Afghanistan	province	AF-WAR	Wardak	ps		2015-11-27	
AF	Afghanistan	province	AF-ZAB	Zābul	fa		2015-11-27	
AF	Afghanistan	province	AF-ZAB	Zābul	ps		2015-11-27	
AG	Antigua and Barbuda	parish	AG-03	Saint George	en		2014-10-29	
AG	Antigua and Barbuda	parish	AG-04	Saint John	en		2014-10-29	
AG	Antigua and Barbuda	parish	AG-05	Saint Mary	en		2014-10-29	
AG	Antigua and Barbuda	parish	AG-06	Saint Paul	en		2014-10-29	
AG	Antigua and Barbuda	parish	AG-07	Saint Peter	en		2014-10-29	
AG	Antigua and Barbuda	parish	AG-08	Saint Philip	en		2014-10-29	
AG	Antigua and Barbuda	dependency	AG-10	Barbuda	en		2014-10-29	
AG	Antigua and Barbuda	dependency	AG-11	Redonda	en		2014-10-29	
AL	Albania	county	AL-01	Berat	sq		2015-11-27	
AL	Albania	county	AL-02	Durrës	sq		2015-11-27	
AL	Albania	county	AL-03	Elbasan	sq		2015-11-27	
AL	Albania	county	AL-04	Fier	sq		2015-11-27	
AL	Albania	county	AL-05	Gjirokastër	sq		2015-11-27	
AL	Albania	county	AL-06	Korçë	sq		2015-11-27	
AL	Albania	county	AL-07	Kukës	sq		2015-11-27	
AL	Albania	county	AL-08	Lezhë	sq		2015-11-27	
AL	Albania	county	AL-09	Dibër	sq		2015-11-27	
AL	Albania	county	AL-10	Shkodër	sq		2015-11-27	
AL	Albania	county	AL-11	Tiranë	sq		2015-11-27	
AL	Albania	county	AL-12	Vlorë	sq		2015-11-27	
AM	Armenia	region	AM-AG	Aragac̣otn	hy		1197-03-25	
AM	Armenia	region	AM-AR	Ararat	hy		1197-03-25	
AM	Armenia	region	AM-AV	Armavir	hy		1197-03-25	
AM	Armenia	city	AM-ER	Erevan	hy		1197-03-25	
AM	Armenia	region	AM-GR	Geġark'unik'	hy		1197-03-25	
AM	Armenia	region	AM-KT	Kotayk'	hy		1197-03-25	
AM	Armenia	region	AM-LO	Loṙi	hy		1197-03-25	
AM	Armenia	region	AM-SH	Širak	hy		1197-03-25	
AM	Armenia	region	AM-SU	Syunik'	hy		1197-03-25	
AM	Armenia	region	AM-TV	Tavuš	hy		1197-03-25	
AM	Armenia	region	AM-VD	Vayoć Jor	hy		1197-03-25	
AO	Angola	country	AO	Angola	pt		2016-11-17	
AO	Angola	province	AO-BGO	Bengo	pt		2016-11-17	
AO	Angola	province	AO-BGU	Benguela	pt		2016-11-17	
AO	Angola	province	AO-BIE	Bié	pt		2016-11-17	
AO	Angola	province	AO-CAB	Cabinda	pt		2016-11-17	
AO	Angola	province	AO-CCU	Kuando Kubango	pt		2016-11-17	
AO	Angola	province	AO-CNN	Cunene	pt		2016-11-17	
AO	Angola	province	AO-CNO	Kwanza Norte	pt		2016-11-17	
AO	Angola	province	AO-CUS	Kwanza Sul	pt		2016-11-17	
AO	Angola	province	AO-HUA	Huambo	pt		2016-11-17	
AO	Angola	province	AO-HUI	Huíla	pt		2016-11-17	
AO	Angola	province	AO-LNO	Lunda Norte	pt		2016-11-17	
AO	Angola	province	AO-LSU	Lunda Sul	pt		2016-11-17	
AO	Angola	province	AO-LUA	Luanda	pt		2016-11-17	
AO	Angola	province	AO-MAL	Malange	pt		2016-11-17	
AO	Angola	province	AO-MOX	Moxico	pt		2016-11-17	
AO	Angola	province	AO-NAM	Namibe	pt		2016-11-17	
AO	Angola	province	AO-UIG	Uíge	pt		2016-11-17	
AO	Angola	province	AO-ZAI	Zaire	pt		2016-11-17	
AR	Argentina	province	AR-A	Salta	es		2010-06-30	
AR	Argentina	province	AR-B	Buenos Aires	es		2010-06-30	
AR	Argentina	city	AR-C	Ciudad Autónoma de Buenos Aires	es		2010-06-30	
AR	Argentina	province	AR-D	San Luis	es		2010-06-30	
AR	Argentina	province	AR-E	Entre Ríos	es		2010-06-30	
AR	Argentina	province	AR-F	La Rioja	es		2010-06-30	
AR	Argentina	province	AR-G	Santiago del Estero	es		2010-06-30	
AR	Argentina	province	AR-H	Chaco	es		2010-06-30	
AR	Argentina	province	AR-J	San Juan	es		2010-06-30	
AR	Argentina	province	AR-K	Catamarca	es		2010-06-30	
AR	Argentina	province	AR-L	La Pampa	es		2010-06-30	
AR	Argentina	province	AR-M	Mendoza	es		2010-06-30	
AR	Argentina	province	AR-N	Misiones	es		2010-06-30	
AR	Argentina	province	AR-P	Formosa	es		2010-06-30	
AR	Argentina	province	AR-Q	Neuquén	es		2010-06-30	
AR	Argentina	province	AR-R	Río Negro	es		2010-06-30	
AR	Argentina	province	AR-S	Santa Fe	es		2010-06-30	
AR	Argentina	province	AR-T	Tucumán	es		2010-06-30	
AR	Argentina	province	AR-U	Chubut	es		2010-06-30	
AR	Argentina	province	AR-V	Tierra del Fuego	es		2010-06-30	
AR	Argentina	province	AR-W	Corrientes	es		2010-06-30	
AR	Argentina	province	AR-X	Córdoba	es		2010-06-30	
AR	Argentina	province	AR-Y	Jujuy	es		2010-06-30	
AR	Argentina	province	AR-Z	Santa Cruz	es		2010-06-30	
AT	Austria	state	AT-1	Burgenland	de		2015-11-27	
AT	Austria	state	AT-2	Kärnten	de		2015-11-27	
AT	Austria	state	AT-3	Niederösterreich	de		2015-11-27	
AT	Austria	state	AT-4	Oberösterreich	de		2015-11-27	
AT	Austria	state	AT-5	Salzburg	de		2015-11-27	
AT	Austria	state	AT-6	Steiermark	de		2015-11-27	
AT	Austria	state	AT-7	Tirol	de		2015-11-27	
AT	Austria	state	AT-8	Vorarlberg	de		2015-11-27	
AT	Austria	state	AT-9	Wien	de		2015-11-27	
AU	Australia	territory	AU-ACT	Australian Capital Territory	en		2015-11-27	
AU	Australia	state	AU-NSW	New South Wales	en		2015-11-27	
AU	Australia	territory	AU-NT	Northern Territory	en		2015-11-27	
AU	Australia	state	AU-QLD	Queensland	en		2015-11-27	
AU	Australia	state	AU-SA	South Australia	en		2015-11-27	
AU	Australia	state	AU-TAS	Tasmania	en		2015-11-27	
AU	Australia	state	AU-VIC	Victoria	en		2015-11-27	
AU	Australia	state	AU-WA	Western Australia	en		2015-11-27	
AZ	Aerbaijan	rayon	AZ-ABS	Abşeron	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-AGA	Ağstafa	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-AGC	Ağcabədi	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-AGM	Ağdam	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-AGS	Ağdaş	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-AGU	Ağsu	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-AST	Astara	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-BA	Bakı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-BAB	Babək	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-BAL	Balakən	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-BAR	Bərdə	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-BEY	Beyləqan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-BIL	Biləsuvar	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-CAB	Cəbrayıl	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-CAL	Cəlilabad	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-CUL	Culfa	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-DAS	Daşkəsən	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-FUZ	Füzuli	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-GA	Gəncə	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-GAD	Gədəbəy	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-GOR	Goranboy	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-GOY	Göyçay	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-GYG	Göygöl	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-HAC	Hacıqabul	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-IMI	İmişli	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-ISM	İsmayıllı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-KAL	Kəlbəcər	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-KAN	Kǝngǝrli	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-KUR	Kürdəmir	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-LA	Lənkəran Şəhəri	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-LAC	Laçın	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-LAN	Lənkəran Rayon	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-LER	Lerik	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-MAS	Masallı	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-MI	Mingəçevir	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-NA	Naftalan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-NEF	Neftçala	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-NV	Naxçıvan	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	autonomous republic	AZ-NX	Naxçıvan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-OGU	Oğuz	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-ORD	Ordubad	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-QAB	Qəbələ	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-QAX	Qax	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-QAZ	Qazax	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-QBA	Quba	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-QBI	Qubadlı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-QOB	Qobustan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-QUS	Qusar	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-SA	Şəki Şəhəri	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAB	Sabirabad	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAD	Sədərək	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAH	Şahbuz	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAK	Şəki Rayon	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAL	Salyan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAR	Şərur	az	AZ-NX	2015-11-27	
AZ	Aerbaijan	rayon	AZ-SAT	Saatlı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SBN	Şabran	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SIY	Siyəzən	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SKR	Şəmkir	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-SM	Sumqayıt	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SMI	Şamaxı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SMX	Samux	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-SR	Şirvan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-SUS	Şuşa	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-TAR	Tərtər	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-TOV	Tovuz	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-UCA	Ucar	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-XA	Xankəndi	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-XAC	Xaçmaz	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-XCI	Xocalı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-XIZ	Xızı	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-XVD	Xocavənd	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-YAR	Yardımlı	az		2015-11-27	
AZ	Aerbaijan	municipality	AZ-YE	Yevlax Şəhəri	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-YEV	Yevlax Rayon	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-ZAN	Zəngilan	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-ZAQ	Zaqatala	az		2015-11-27	
AZ	Aerbaijan	rayon	AZ-ZAR	Zərdab	az		2015-11-27	
BA	Bosnia and Herzegovina	entity	BA-BIH	Federacija Bosne i Hercegovine	bs		2015-11-27	
BA	Bosnia and Herzegovina	entity	BA-BIH	Federacija Bosne i Hercegovine	hr		2015-11-27	
BA	Bosnia and Herzegovina	entity	BA-BIH	Federacija Bosne i Hercegovine	sr		2015-11-27	
BA	Bosnia and Herzegovina	district with special status	BA-BRC	Brčko distrikt	bs		2015-11-27	
BA	Bosnia and Herzegovina	district with special status	BA-BRC	Brčko distrikt	hr		2015-11-27	
BA	Bosnia and Herzegovina	district with special status	BA-BRC	Brčko distrikt	sr		2015-11-27	
BA	Bosnia and Herzegovina	entity	BA-SRP	Republika Srpska	bs		2015-11-27	
BA	Bosnia and Herzegovina	entity	BA-SRP	Republika Srpska	hr		2015-11-27	
BA	Bosnia and Herzegovina	entity	BA-SRP	Republika Srpska	sr		2015-11-27	
BB	Barbados	parish	BB-01	Christ Church	en		2015-11-27	
BB	Barbados	parish	BB-02	Saint Andrew	en		2015-11-27	
BB	Barbados	parish	BB-03	Saint George	en		2015-11-27	
BB	Barbados	parish	BB-04	Saint James	en		2015-11-27	
BB	Barbados	parish	BB-05	Saint John	en		2015-11-27	
BB	Barbados	parish	BB-06	Saint Joseph	en		2015-11-27	
BB	Barbados	parish	BB-07	Saint Lucy	en		2015-11-27	
BB	Barbados	parish	BB-08	Saint Michael	en		2015-11-27	
BB	Barbados	parish	BB-09	Saint Peter	en		2015-11-27	
BB	Barbados	parish	BB-10	Saint Philip	en		2015-11-27	
BB	Barbados	parish	BB-11	Saint Thomas	en		2015-11-27	
BD	Bangladesh	district	BD-01	Bandarban	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-02	Barguna	bn	BD-A	2012-02-15	
BD	Bangladesh	district	BD-03	Bogra	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-04	Brahmanbaria	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-05	Bagerhat	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-06	Barisal	bn	BD-A	2012-02-15	
BD	Bangladesh	district	BD-07	Bhola	bn	BD-A	2012-02-15	
BD	Bangladesh	district	BD-08	Comilla	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-09	Chandpur	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-10	Chittagong	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-11	Cox's Bazar	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-12	Chuadanga	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-13	Dhaka	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-14	Dinajpur	bn	BD-F	2012-02-15	
BD	Bangladesh	district	BD-15	Faridpur	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-16	Feni	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-17	Gopalganj	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-18	Gazipur	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-19	Gaibandha	bn	BD-F	2012-02-15	
BD	Bangladesh	district	BD-20	Habiganj	bn	BD-G	2012-02-15	
BD	Bangladesh	district	BD-21	Jamalpur	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-22	Jessore	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-23	Jhenaidah	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-24	Jaipurhat	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-25	Jhalakati	bn	BD-A	2012-02-15	
BD	Bangladesh	district	BD-26	Kishoreganj	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-27	Khulna	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-28	Kurigram	bn	BD-F	2012-02-15	
BD	Bangladesh	district	BD-29	Khagrachari	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-30	Kushtia	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-31	Lakshmipur	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-32	Lalmonirhat	bn	BD-F	2012-02-15	
BD	Bangladesh	district	BD-33	Manikganj	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-34	Mymensingh	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-35	Munshiganj	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-36	Madaripur	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-37	Magura	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-38	Moulvibazar	bn	BD-G	2012-02-15	
BD	Bangladesh	district	BD-39	Meherpur	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-40	Narayanganj	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-41	Netrakona	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-42	Narsingdi	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-43	Narail	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-44	Natore	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-45	Nawabganj	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-46	Nilphamari	bn	BD-F	2012-02-15	
BD	Bangladesh	district	BD-47	Noakhali	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-48	Naogaon	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-49	Pabna	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-50	Pirojpur	bn	BD-A	2012-02-15	
BD	Bangladesh	district	BD-51	Patuakhali	bn	BD-A	2012-02-15	
BD	Bangladesh	district	BD-52	Panchagarh	bn	BD-F	2012-02-15	
BD	Bangladesh	district	BD-53	Rajbari	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-54	Rajshahi	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-55	Rangpur	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-56	Rangamati	bn	BD-B	2012-02-15	
BD	Bangladesh	district	BD-57	Sherpur	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-58	Satkhira	bn	BD-D	2012-02-15	
BD	Bangladesh	district	BD-59	Sirajganj	bn	BD-E	2012-02-15	
BD	Bangladesh	district	BD-60	Sylhet	bn	BD-G	2012-02-15	
BD	Bangladesh	district	BD-61	Sunamganj	bn	BD-G	2012-02-15	
BD	Bangladesh	district	BD-62	Shariatpur	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-63	Tangail	bn	BD-C	2012-02-15	
BD	Bangladesh	district	BD-64	Thakurgaon	bn	BD-F	2012-02-15	
BD	Bangladesh	division	BD-A	Barisal	bn		2012-02-15	
BD	Bangladesh	division	BD-B	Chittagong	bn		2012-02-15	
BD	Bangladesh	division	BD-C	Dhaka	bn		2012-02-15	
BD	Bangladesh	division	BD-D	Khulna	bn		2012-02-15	
BD	Bangladesh	division	BD-E	Rajshahi	bn		2012-02-15	
BD	Bangladesh	division	BD-F	Rangpur	bn		2012-02-15	
BD	Bangladesh	division	BD-G	Sylhet	bn		2012-02-15	
BE	Belgium	region	BE-BRU	Bruxelles-Capitale, Région de	fr		2015-11-27	
BE	Belgium	region	BE-BRU	Brussels Hoofdstedelijk Gewest	nl		2015-11-27	
BE	Belgium	province	BE-VAN	Antwerpen	nl	BE-VLG	2015-11-27	
BE	Belgium	province	BE-VBR	Vlaams-Brabant	nl	BE-VLG	2015-11-27	
BE	Belgium	region	BE-VLG	Vlaams Gewest	nl		2015-11-27	
BE	Belgium	province	BE-VLI	Limburg	nl	BE-VLG	2015-11-27	
BE	Belgium	province	BE-VOV	Oost-Vlaanderen	nl	BE-VLG	2015-11-27	
BE	Belgium	province	BE-VWV	West-Vlaanderen	nl	BE-VLG	2015-11-27	
BE	Belgium	region	BE-WAL	wallonne, Région	fr		2015-11-27	
BE	Belgium	province	BE-WBR	Brabant wallon	fr	BE-WAL	2015-11-27	
BE	Belgium	province	BE-WHT	Hainaut	fr	BE-WAL	2015-11-27	
BE	Belgium	province	BE-WLG	Liège	fr	BE-WAL	2015-11-27	
BE	Belgium	province	BE-WLX	Luxembourg	fr	BE-WAL	2015-11-27	
BE	Belgium	province	BE-WNA	Namur	fr	BE-WAL	2015-11-27	
BF	Burkina Faso	region	BF-01	Boucle du Mouhoun	fr		2014-04-15	
BF	Burkina Faso	region	BF-02	Cascades	fr		2014-04-15	
BF	Burkina Faso	region	BF-03	Centre	fr		2014-04-15	
BF	Burkina Faso	region	BF-04	Centre-Est	fr		2014-04-15	
BF	Burkina Faso	region	BF-05	Centre-Nord	fr		2014-04-15	
BF	Burkina Faso	region	BF-06	Centre-Ouest	fr		2014-04-15	
BF	Burkina Faso	region	BF-07	Centre-Sud	fr		2014-04-15	
BF	Burkina Faso	region	BF-08	Est	fr		2014-04-15	
BF	Burkina Faso	region	BF-09	Hauts-Bassins	fr		2014-04-15	
BF	Burkina Faso	region	BF-10	Nord	fr		2014-04-15	
BF	Burkina Faso	region	BF-11	Plateau-Central	fr		2014-04-15	
BF	Burkina Faso	region	BF-12	Sahel	fr		2014-04-15	
BF	Burkina Faso	region	BF-13	Sud-Ouest	fr		2014-04-15	
BF	Burkina Faso	province	BF-BAL	Balé	fr	BF-01	2014-04-15	
BF	Burkina Faso	province	BF-BAM	Bam	fr	BF-05	2014-04-15	
BF	Burkina Faso	province	BF-BAN	Banwa	fr	BF-01	2014-04-15	
