CountryA2	CountryName	Category	ISO2	Region	Language	Parent	ChangeDate
GB	United Kingdom	London borough	GB-CMD	Camden	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-CMN	Carmarthenshire [Sir Gaerfyrddin GB-GFY]	en	GB-WLS	2015-11-27	
GB	United Kingdom	unitary authority	GB-CON	Cornwall	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-COV	Coventry	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-CRF	Cardiff [Caerdydd GB-CRD]	en	GB-WLS	2015-11-27	
GB	United Kingdom	London borough	GB-CRY	Croydon	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-CWY	Conwy	en	GB-WLS	2015-11-27	
GB	United Kingdom	unitary authority	GB-DAL	Darlington	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-DBY	Derbyshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-DEN	Denbighshire [Sir Ddinbych GB-DDB]	en	GB-WLS	2015-11-27	
GB	United Kingdom	unitary authority	GB-DER	Derby	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-DEV	Devon	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-DGY	Dumfries and Galloway	en	GB-SCT	2015-11-27	
GB	United Kingdom	metropolitan district	GB-DNC	Doncaster	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-DND	Dundee City	en	GB-SCT	2015-11-27	
GB	United Kingdom	two-tier county	GB-DOR	Dorset	en	GB-ENG	2015-11-27	
GB	United Kingdom	district	GB-DRS	Derry and Strabane	en	GB-NIR	2015-11-27	
GB	United Kingdom	metropolitan district	GB-DUD	Dudley	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-DUR	Durham County	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-EAL	Ealing	en	GB-ENG	2015-11-27	
GB	United Kingdom	nation	GB-EAW	England and Wales	en		2015-11-27	
GB	United Kingdom	council area	GB-EAY	East Ayrshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	council area	GB-EDH	Edinburgh, City of	en	GB-SCT	2015-11-27	
GB	United Kingdom	council area	GB-EDU	East Dunbartonshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	council area	GB-ELN	East Lothian	en	GB-SCT	2015-11-27	
GB	United Kingdom	council area	GB-ELS	Eilean Siar	en	GB-SCT	2015-11-27	
GB	United Kingdom	London borough	GB-ENF	Enfield	en	GB-ENG	2015-11-27	
GB	United Kingdom	country	GB-ENG	England	en		2015-11-27	
GB	United Kingdom	council area	GB-ERW	East Renfrewshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-ERY	East Riding of Yorkshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-ESS	Essex	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-ESX	East Sussex	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-FAL	Falkirk	en	GB-SCT	2015-11-27	
GB	United Kingdom	council area	GB-FIF	Fife	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-FLN	Flintshire [Sir y Fflint GB-FFL]	en	GB-WLS	2015-11-27	
GB	United Kingdom	district	GB-FMO	Fermanagh and Omagh	en	GB-NIR	2015-11-27	
GB	United Kingdom	metropolitan district	GB-GAT	Gateshead	en	GB-ENG	2015-11-27	
GB	United Kingdom	nation	GB-GBN	Great Britain	en		2015-11-27	
GB	United Kingdom	council area	GB-GLG	Glasgow City	en	GB-SCT	2015-11-27	
GB	United Kingdom	two-tier county	GB-GLS	Gloucestershire	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-GRE	Greenwich	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-GWN	Gwynedd	en	GB-WLS	2015-11-27	
GB	United Kingdom	unitary authority	GB-HAL	Halton	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-HAM	Hampshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-HAV	Havering	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-HCK	Hackney	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-HEF	Herefordshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-HIL	Hillingdon	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-HLD	Highland	en	GB-SCT	2015-11-27	
GB	United Kingdom	London borough	GB-HMF	Hammersmith and Fulham	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-HNS	Hounslow	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-HPL	Hartlepool	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-HRT	Hertfordshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-HRW	Harrow	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-HRY	Haringey	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-IOS*	Isles of Scilly	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-IOW	Isle of Wight	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-ISL	Islington	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-IVC	Inverclyde	en	GB-SCT	2015-11-27	
GB	United Kingdom	London borough	GB-KEC	Kensington and Chelsea	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-KEN	Kent	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-KHL	Kingston upon Hull	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-KIR	Kirklees	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-KTT	Kingston upon Thames	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-KWL	Knowsley	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-LAN	Lancashire	en	GB-ENG	2015-11-27	
GB	United Kingdom	district	GB-LBC	Lisburn and Castlereagh	en	GB-NIR	2015-11-27	
GB	United Kingdom	London borough	GB-LBH	Lambeth	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-LCE	Leicester	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-LDS	Leeds	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-LEC	Leicestershire	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-LEW	Lewisham	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-LIN	Lincolnshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-LIV	Liverpool	en	GB-ENG	2015-11-27	
GB	United Kingdom	city corporation	GB-LND	London, City of	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-LUT	Luton	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-MAN	Manchester	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-MDB	Middlesbrough	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-MDW	Medway	en	GB-ENG	2015-11-27	
GB	United Kingdom	district	GB-MEA	Mid and East Antrim	en	GB-NIR	2015-11-27	
GB	United Kingdom	unitary authority	GB-MIK	Milton Keynes	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-MLN	Midlothian	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-MON	Monmouthshire [Sir Fynwy GB-FYN]	en	GB-WLS	2015-11-27	
GB	United Kingdom	London borough	GB-MRT	Merton	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-MRY	Moray	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-MTY	Merthyr Tydfil [Merthyr Tudful GB-MTU]	en	GB-WLS	2015-11-27	
GB	United Kingdom	district	GB-MUL	Mid Ulster	en	GB-NIR	2015-11-27	
GB	United Kingdom	council area	GB-NAY	North Ayrshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-NBL	Northumberland	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-NEL	North East Lincolnshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-NET	Newcastle upon Tyne	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-NFK	Norfolk	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-NGM	Nottingham	en	GB-ENG	2015-11-27	
GB	United Kingdom	province	GB-NIR	Northern Ireland	en		2015-11-27	
GB	United Kingdom	council area	GB-NLK	North Lanarkshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-NLN	North Lincolnshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	district	GB-NMD	Newry, Mourne and Down	en	GB-NIR	2015-11-27	
GB	United Kingdom	unitary authority	GB-NSM	North Somerset	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-NTH	Northamptonshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-NTL	Neath Port Talbot [Castell-nedd Port Talbot GB-CTL]	en	GB-WLS	2015-11-27	
GB	United Kingdom	two-tier county	GB-NTT	Nottinghamshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-NTY	North Tyneside	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-NWM	Newham	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-NWP	Newport [Casnewydd GB-CNW]	en	GB-WLS	2015-11-27	
GB	United Kingdom	two-tier county	GB-NYK	North Yorkshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-OLD	Oldham	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-ORK	Orkney Islands	en	GB-SCT	2015-11-27	
GB	United Kingdom	two-tier county	GB-OXF	Oxfordshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-PEM	Pembrokeshire [Sir Benfro GB-BNF]	en	GB-WLS	2015-11-27	
GB	United Kingdom	council area	GB-PKN	Perth and Kinross	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-PLY	Plymouth	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-POL	Poole	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-POR	Portsmouth	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-POW	Powys	en	GB-WLS	2015-11-27	
GB	United Kingdom	unitary authority	GB-PTE	Peterborough	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-RCC	Redcar and Cleveland	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-RCH	Rochdale	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-RCT	Rhondda, Cynon, Taff [Rhondda, Cynon,Taf]	en	GB-WLS	2015-11-27	
GB	United Kingdom	London borough	GB-RDB	Redbridge	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-RDG	Reading	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-RFW	Renfrewshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	London borough	GB-RIC	Richmond upon Thames	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-ROT	Rotherham	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-RUT	Rutland	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SAW	Sandwell	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-SAY	South Ayrshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	council area	GB-SCB	Scottish Borders, The	en	GB-SCT	2015-11-27	
GB	United Kingdom	country	GB-SCT	Scotland	en		2015-11-27	
GB	United Kingdom	two-tier county	GB-SFK	Suffolk	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SFT	Sefton	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-SGC	South Gloucestershire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SHF	Sheffield	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SHN	St. Helens	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-SHR	Shropshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SKP	Stockport	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SLF	Salford	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-SLG	Slough	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-SLK	South Lanarkshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SND	Sunderland	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-SOL	Solihull	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-SOM	Somerset	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-SOS	Southend-on-Sea	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-SRY	Surrey	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-STE	Stoke-on-Trent	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-STG	Stirling	en	GB-SCT	2015-11-27	
GB	United Kingdom	unitary authority	GB-STH	Southampton	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-STN	Sutton	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-STS	Staffordshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-STT	Stockton-on-Tees	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-STY	South Tyneside	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-SWA	Swansea [Abertawe GB-ATA]	en	GB-WLS	2015-11-27	
GB	United Kingdom	unitary authority	GB-SWD	Swindon	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-SWK	Southwark	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-TAM	Tameside	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-TFW	Telford and Wrekin	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-THR	Thurrock	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-TOB	Torbay	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-TOF	Torfaen [Tor-faen]	en	GB-WLS	2015-11-27	
GB	United Kingdom	metropolitan district	GB-TRF	Trafford	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-TWH	Tower Hamlets	en	GB-ENG	2015-11-27	
GB	United Kingdom	nation	GB-UKM	United Kingdom	en		2015-11-27	
GB	United Kingdom	unitary authority	GB-VGL	Vale of Glamorgan, The [Bro Morgannwg GB-BMG]	en	GB-WLS	2015-11-27	
GB	United Kingdom	two-tier county	GB-WAR	Warwickshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-WBK	West Berkshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-WDU	West Dunbartonshire	en	GB-SCT	2015-11-27	
GB	United Kingdom	London borough	GB-WFT	Waltham Forest	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-WGN	Wigan	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-WIL	Wiltshire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-WKF	Wakefield	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-WLL	Walsall	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-WLN	West Lothian	en	GB-SCT	2015-11-27	
GB	United Kingdom	country	GB-WLS	Wales [Cymru GB-CYM]	en		2015-11-27	
GB	United Kingdom	metropolitan district	GB-WLV	Wolverhampton	en	GB-ENG	2015-11-27	
GB	United Kingdom	London borough	GB-WND	Wandsworth	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-WNM	Windsor and Maidenhead	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-WOK	Wokingham	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-WOR	Worcestershire	en	GB-ENG	2015-11-27	
GB	United Kingdom	metropolitan district	GB-WRL	Wirral	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-WRT	Warrington	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-WRX	Wrexham [Wrecsam GB-WRC]	en	GB-WLS	2015-11-27	
GB	United Kingdom	London borough	GB-WSM	Westminster	en	GB-ENG	2015-11-27	
GB	United Kingdom	two-tier county	GB-WSX	West Sussex	en	GB-ENG	2015-11-27	
GB	United Kingdom	unitary authority	GB-YOR	York	en	GB-ENG	2015-11-27	
GB	United Kingdom	council area	GB-ZET	Shetland Islands	en	GB-SCT	2015-11-27	
GD	Grenada	parish	GD-01	Saint Andrew	en		2015-11-27	
GD	Grenada	parish	GD-02	Saint David	en		2015-11-27	
GD	Grenada	parish	GD-03	Saint George	en		2015-11-27	
GD	Grenada	parish	GD-04	Saint John	en		2015-11-27	
GD	Grenada	parish	GD-05	Saint Mark	en		2015-11-27	
GD	Grenada	parish	GD-06	Saint Patrick	en		2015-11-27	
GD	Grenada	dependency	GD-10	Southern Grenadine Islands	en		2015-11-27	
GE	Georgia	autonomous republic	GE-AB	Abkhazia	ka		2002-04-15	
GE	Georgia	autonomous republic	GE-AJ	Ajaria	ka		2002-04-15	
GE	Georgia	region	GE-GU	Guria	ka		2002-04-15	
GE	Georgia	region	GE-IM	Imereti	ka		2002-04-15	
GE	Georgia	region	GE-KA	K'akheti	ka		2002-04-15	
GE	Georgia	region	GE-KK	Kvemo Kartli	ka		2002-04-15	
GE	Georgia	region	GE-MM	Mtskheta-Mtianeti	ka		2002-04-15	
GE	Georgia	region	GE-RL	Rach'a-Lechkhumi-Kvemo Svaneti	ka		2002-04-15	
GE	Georgia	region	GE-SJ	Samtskhe-Javakheti	ka		2002-04-15	
GE	Georgia	region	GE-SK	Shida Kartli	ka		2002-04-15	
GE	Georgia	region	GE-SZ	Samegrelo-Zemo Svaneti	ka		2002-04-15	
GE	Georgia	city	GE-TB	Tbilisi	ka		2002-04-15	
GH	Ghana	region	GH-AA	Greater Accra	en		2015-11-27	
GH	Ghana	region	GH-AH	Ashanti	en		2015-11-27	
GH	Ghana	region	GH-BA	Brong-Ahafo	en		2015-11-27	
GH	Ghana	region	GH-CP	Central	en		2015-11-27	
GH	Ghana	region	GH-EP	Eastern	en		2015-11-27	
GH	Ghana	region	GH-NP	Northern	en		2015-11-27	
GH	Ghana	region	GH-TV	Volta	en		2015-11-27	
GH	Ghana	region	GH-UE	Upper East	en		2015-11-27	
GH	Ghana	region	GH-UW	Upper West	en		2015-11-27	
GH	Ghana	region	GH-WP	Western	en		2015-11-27	
GL	Greenland	municipality	GL-KU	Kommune Kujalleq	kl		2010-06-30	
GL	Greenland	municipality	GL-QA	Qaasuitsup Kommunia	kl		2010-06-30	
GL	Greenland	municipality	GL-QE	Qeqqata Kommunia	kl		2010-06-30	
GL	Greenland	municipality	GL-SM	Kommuneqarfik Sermersooq	kl		2010-06-30	
GM	Gambia	city	GM-B	Banjul	en		2015-11-27	
GM	Gambia	division	GM-L	Lower River	en		2015-11-27	
GM	Gambia	division	GM-M	Central River	en		2015-11-27	
GM	Gambia	division	GM-N	North Bank	en		2015-11-27	
GM	Gambia	division	GM-U	Upper River	en		2015-11-27	
GM	Gambia	division	GM-W	Western	en		2015-11-27	
GN	Guinea	administrative region	GN-B	Boké	fr		2010-02-19	
GN	Guinea	prefecture	GN-BE	Beyla	fr	GN-N	2010-02-19	
GN	Guinea	prefecture	GN-BF	Boffa	fr	GN-B	2010-02-19	
GN	Guinea	prefecture	GN-BK	Boké	fr	GN-B	2010-02-19	
GN	Guinea	governorate	GN-C	Conakry	fr		2014-10-30	
GN	Guinea	prefecture	GN-CO	Coyah	fr	GN-D	2010-02-19	
GN	Guinea	administrative region	GN-D	Kindia	fr		2010-02-19	
GN	Guinea	prefecture	GN-DB	Dabola	fr	GN-F	2010-02-19	
GN	Guinea	prefecture	GN-DI	Dinguiraye	fr	GN-F	2010-02-19	
GN	Guinea	prefecture	GN-DL	Dalaba	fr	GN-M	2010-02-19	
GN	Guinea	prefecture	GN-DU	Dubréka	fr	GN-D	2010-02-19	
GN	Guinea	administrative region	GN-F	Faranah	fr		2010-02-19	
GN	Guinea	prefecture	GN-FA	Faranah	fr	GN-F	2010-02-19	
GN	Guinea	prefecture	GN-FO	Forécariah	fr	GN-D	2010-02-19	
GN	Guinea	prefecture	GN-FR	Fria	fr	GN-B	2010-02-19	
GN	Guinea	prefecture	GN-GA	Gaoual	fr	GN-B	2010-02-19	
GN	Guinea	prefecture	GN-GU	Guékédou	fr	GN-N	2010-02-19	
GN	Guinea	administrative region	GN-K	Kankan	fr		2010-02-19	
GN	Guinea	prefecture	GN-KA	Kankan	fr	GN-K	2010-02-19	
GN	Guinea	prefecture	GN-KB	Koubia	fr	GN-L	2010-02-19	
GN	Guinea	prefecture	GN-KD	Kindia	fr	GN-D	2010-02-19	
GN	Guinea	prefecture	GN-KE	Kérouané	fr	GN-K	2010-02-19	
GN	Guinea	prefecture	GN-KN	Koundara	fr	GN-B	2010-02-19	
GN	Guinea	prefecture	GN-KO	Kouroussa	fr	GN-K	2010-02-19	
GN	Guinea	prefecture	GN-KS	Kissidougou	fr	GN-F	2010-02-19	
GN	Guinea	administrative region	GN-L	Labé	fr		2010-02-19	
GN	Guinea	prefecture	GN-LA	Labé	fr	GN-L	2010-02-19	
GN	Guinea	prefecture	GN-LE	Lélouma	fr	GN-L	2010-02-19	
GN	Guinea	prefecture	GN-LO	Lola	fr	GN-N	2010-02-19	
GN	Guinea	administrative region	GN-M	Mamou	fr		2010-02-19	
GN	Guinea	prefecture	GN-MC	Macenta	fr	GN-N	2010-02-19	
GN	Guinea	prefecture	GN-MD	Mandiana	fr	GN-K	2010-02-19	
GN	Guinea	prefecture	GN-ML	Mali	fr	GN-L	2010-02-19	
GN	Guinea	prefecture	GN-MM	Mamou	fr	GN-M	2010-02-19	
GN	Guinea	administrative region	GN-N	Nzérékoré	fr		2010-02-19	
GN	Guinea	prefecture	GN-NZ	Nzérékoré	fr	GN-N	2010-02-19	
GN	Guinea	prefecture	GN-PI	Pita	fr	GN-M	2010-02-19	
GN	Guinea	prefecture	GN-SI	Siguiri	fr	GN-K	2010-02-19	
GN	Guinea	prefecture	GN-TE	Télimélé	fr	GN-D	2010-02-19	
GN	Guinea	prefecture	GN-TO	Tougué	fr	GN-L	2010-02-19	
GN	Guinea	prefecture	GN-YO	Yomou	fr		2010-02-19	
GQ	Equatorial Guinea	province	GQ-AN	Annobón	es	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-AN	Annobon	fr	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-AN	Ano Bom	pt	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-BN	Bioko Norte	es	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-BN	Bioko Nord	fr	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-BN	Bioko Norte	pt	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-BS	Bioko Sur	es	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-BS	Bioko Sud	fr	GQ-I	2012-02-15	
GQ	Equatorial Guinea	province	GQ-BS	Bioko Sul	pt	GQ-I	2012-02-15	
GQ	Equatorial Guinea	region	GQ-C	Región Continental	es		2012-02-15	
GQ	Equatorial Guinea	region	GQ-C	Région Continentale	fr		2012-02-15	
GQ	Equatorial Guinea	region	GQ-C	Região Continental	pt		2012-02-15	
GQ	Equatorial Guinea	province	GQ-CS	Centro Sur	es	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-CS	Centro Sud	fr	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-CS	Centro Sul	pt	GQ-C	2012-02-15	
GQ	Equatorial Guinea	region	GQ-I	Región Insular	es		2012-02-15	
GQ	Equatorial Guinea	region	GQ-I	Région Insulaire	fr		2012-02-15	
GQ	Equatorial Guinea	region	GQ-I	Região Insular	pt		2012-02-15	
GQ	Equatorial Guinea	province	GQ-KN	Kié-Ntem	es	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-KN	Kié-Ntem	fr	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-KN	Kié-Ntem	pt	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-LI	Litoral	es	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-LI	Littoral	fr	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-LI	Litoral	pt	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-WN	Wele-Nzas	es	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-WN	Wele-Nzas	fr	GQ-C	2012-02-15	
GQ	Equatorial Guinea	province	GQ-WN	Wele-Nzas	pt	GQ-C	2012-02-15	
GR	Greece	department	GR-01	Aitoloakarnanía	el	GR-G	2010-02-19	
GR	Greece	department	GR-03	Voiotía	el	GR-H	2010-02-19	
GR	Greece	department	GR-04	Évvoia	el	GR-H	2010-02-19	
GR	Greece	department	GR-05	Evrytanía	el	GR-H	2010-02-19	
GR	Greece	department	GR-06	Fthiótida	el	GR-H	2010-02-19	
GR	Greece	department	GR-07	Fokída	el	GR-H	2010-02-19	
GR	Greece	department	GR-11	Argolída	el	GR-J	2010-02-19	
GR	Greece	department	GR-12	Arkadía	el	GR-J	2010-02-19	
GR	Greece	department	GR-13	Achaḯa	el	GR-G	2010-02-19	
GR	Greece	department	GR-14	Ileía	el	GR-G	2010-02-19	
GR	Greece	department	GR-15	Korinthía	el	GR-J	2010-02-19	
GR	Greece	department	GR-16	Lakonía	el	GR-J	2010-02-19	
GR	Greece	department	GR-17	Messinía	el	GR-J	2010-02-19	
GR	Greece	department	GR-21	Zákynthos	el	GR-F	2010-02-19	
GR	Greece	department	GR-22	Kérkyra	el	GR-F	2010-02-19	
GR	Greece	department	GR-23	Kefallinía	el	GR-F	2010-02-19	
GR	Greece	department	GR-24	Lefkáda	el	GR-F	2010-02-19	
GR	Greece	department	GR-31	Árta	el	GR-D	2010-02-19	
GR	Greece	department	GR-32	Thesprotía	el	GR-D	2010-02-19	
GR	Greece	department	GR-33	Ioánnina	el	GR-D	2010-02-19	
GR	Greece	department	GR-34	Préveza	el	GR-D	2010-02-19	
GR	Greece	department	GR-41	Kardítsa	el	GR-E	2010-02-19	
GR	Greece	department	GR-42	Lárisa	el	GR-E	2010-02-19	
GR	Greece	department	GR-43	Magnisía	el	GR-E	2010-02-19	
GR	Greece	department	GR-44	Tríkala	el	GR-E	2010-02-19	
GR	Greece	department	GR-51	Grevená	el	GR-C	2010-02-19	
GR	Greece	department	GR-52	Dráma	el	GR-A	2010-02-19	
GR	Greece	department	GR-53	Imathía	el	GR-B	2010-02-19	
GR	Greece	department	GR-54	Thessaloníki	el	GR-B	2010-02-19	
GR	Greece	department	GR-55	Kavála	el	GR-A	2010-02-19	
GR	Greece	department	GR-56	Kastoriá	el	GR-C	2010-02-19	
GR	Greece	department	GR-57	Kilkís	el	GR-B	2010-02-19	
GR	Greece	department	GR-58	Kozáni	el	GR-C	2010-02-19	
